,Middle Layer Super Output Areas Code,age,Count
3008,W02000319,80-90,281
3009,W02000319,90-100,52
3010,W02000320,0-10,953
3011,W02000320,10-20,864
3012,W02000320,20-30,1119
3013,W02000320,30-40,1054
3014,W02000320,40-50,1035
3015,W02000320,50-60,1228
3016,W02000320,60-70,872
3017,W02000320,70-80,693
3018,W02000320,80-90,279
3019,W02000320,90-100,34
3020,W02000321,0-10,1048
3021,W02000321,10-20,884
3022,W02000321,20-30,1113
3023,W02000321,30-40,1117
3024,W02000321,40-50,1020
3025,W02000321,50-60,1257
3026,W02000321,60-70,1058
3027,W02000321,70-80,720
3028,W02000321,80-90,347
3029,W02000321,90-100,54
3030,W02000322,0-10,763
3031,W02000322,10-20,654
3032,W02000322,20-30,848
3033,W02000322,30-40,934
3034,W02000322,40-50,806
3035,W02000322,50-60,992
3036,W02000322,60-70,799
3037,W02000322,70-80,616
3038,W02000322,80-90,223
3039,W02000322,90-100,33
3040,W02000323,0-10,780
3041,W02000323,10-20,719
3042,W02000323,20-30,759
3043,W02000323,30-40,785
3044,W02000323,40-50,712
3045,W02000323,50-60,830
3046,W02000323,60-70,626
3047,W02000323,70-80,540
3048,W02000323,80-90,233
3049,W02000323,90-100,39
3050,W02000324,0-10,981
3051,W02000324,10-20,829
3052,W02000324,20-30,866
3053,W02000324,30-40,868
3054,W02000324,40-50,801
3055,W02000324,50-60,1026
3056,W02000324,60-70,795
3057,W02000324,70-80,594
3058,W02000324,80-90,251
3059,W02000324,90-100,31
3060,W02000325,0-10,1111
3061,W02000325,10-20,936
3062,W02000325,20-30,977
3063,W02000325,30-40,927
3064,W02000325,40-50,815
3065,W02000325,50-60,1026
3066,W02000325,60-70,783
3067,W02000325,70-80,530
3068,W02000325,80-90,219
3069,W02000325,90-100,25
3070,W02000326,0-10,1078
3071,W02000326,10-20,914
3072,W02000326,20-30,1063
3073,W02000326,30-40,1095
3074,W02000326,40-50,1073
3075,W02000326,50-60,1341
3076,W02000326,60-70,1038
3077,W02000326,70-80,879
3078,W02000326,80-90,341
3079,W02000326,90-100,45
3080,W02000327,0-10,582
3081,W02000327,10-20,548
3082,W02000327,20-30,537
3083,W02000327,30-40,602
3084,W02000327,40-50,657
3085,W02000327,50-60,874
3086,W02000327,60-70,843
3087,W02000327,70-80,855
3088,W02000327,80-90,343
3089,W02000327,90-100,53
3090,W02000328,0-10,859
3091,W02000328,10-20,781
3092,W02000328,20-30,865
3093,W02000328,30-40,979
3094,W02000328,40-50,942
3095,W02000328,50-60,1084
3096,W02000328,60-70,896
3097,W02000328,70-80,693
3098,W02000328,80-90,324
3099,W02000328,90-100,51
3100,W02000329,0-10,998
3101,W02000329,10-20,852
3102,W02000329,20-30,1116
3103,W02000329,30-40,1089
3104,W02000329,40-50,943
3105,W02000329,50-60,1162
3106,W02000329,60-70,929
3107,W02000329,70-80,604
3108,W02000329,80-90,297
3109,W02000329,90-100,62
3110,W02000330,0-10,781
3111,W02000330,10-20,736
3112,W02000330,20-30,708
3113,W02000330,30-40,831
3114,W02000330,40-50,810
3115,W02000330,50-60,999
3116,W02000330,60-70,876
3117,W02000330,70-80,793
3118,W02000330,80-90,476
3119,W02000330,90-100,70
3120,W02000331,0-10,989
3121,W02000331,10-20,882
3122,W02000331,20-30,830
3123,W02000331,30-40,951
3124,W02000331,40-50,750
3125,W02000331,50-60,768
3126,W02000331,60-70,694
3127,W02000331,70-80,417
3128,W02000331,80-90,180
3129,W02000331,90-100,11
3130,W02000332,0-10,1062
3131,W02000332,10-20,765
3132,W02000332,20-30,1033
3133,W02000332,30-40,1140
3134,W02000332,40-50,864
3135,W02000332,50-60,962
3136,W02000332,60-70,811
3137,W02000332,70-80,641
3138,W02000332,80-90,306
3139,W02000332,90-100,60
3140,W02000333,0-10,763
3141,W02000333,10-20,720
3142,W02000333,20-30,746
3143,W02000333,30-40,804
3144,W02000333,40-50,716
3145,W02000333,50-60,907
3146,W02000333,60-70,749
3147,W02000333,70-80,595
3148,W02000333,80-90,219
3149,W02000333,90-100,23
3150,W02000334,0-10,739
3151,W02000334,10-20,692
3152,W02000334,20-30,679
3153,W02000334,30-40,809
3154,W02000334,40-50,819
3155,W02000334,50-60,1049
3156,W02000334,60-70,886
3157,W02000334,70-80,666
3158,W02000334,80-90,216
3159,W02000334,90-100,33
3160,W02000335,0-10,876
3161,W02000335,10-20,698
3162,W02000335,20-30,888
3163,W02000335,30-40,986
3164,W02000335,40-50,804
3165,W02000335,50-60,1160
3166,W02000335,60-70,989
3167,W02000335,70-80,732
3168,W02000335,80-90,345
3169,W02000335,90-100,58
3170,W02000336,0-10,735
3171,W02000336,10-20,691
3172,W02000336,20-30,760
3173,W02000336,30-40,837
3174,W02000336,40-50,946
3175,W02000336,50-60,1393
3176,W02000336,60-70,1317
3177,W02000336,70-80,1152
3178,W02000336,80-90,529
3179,W02000336,90-100,125
3180,W02000337,0-10,951
3181,W02000337,10-20,873
3182,W02000337,20-30,796
3183,W02000337,30-40,877
3184,W02000337,40-50,900
3185,W02000337,50-60,1115
3186,W02000337,60-70,906
3187,W02000337,70-80,800
3188,W02000337,80-90,356
3189,W02000337,90-100,64
3190,W02000338,0-10,914
3191,W02000338,10-20,773
3192,W02000338,20-30,687
3193,W02000338,30-40,917
3194,W02000338,40-50,983
3195,W02000338,50-60,1343
3196,W02000338,60-70,1225
3197,W02000338,70-80,1034
3198,W02000338,80-90,566
3199,W02000338,90-100,86
3200,W02000339,0-10,1182
3201,W02000339,10-20,1332
3202,W02000339,20-30,1024
3203,W02000339,30-40,1072
3204,W02000339,40-50,1321
3205,W02000339,50-60,1632
3206,W02000339,60-70,1352
3207,W02000339,70-80,1307
3208,W02000339,80-90,683
3209,W02000339,90-100,139
3210,W02000340,0-10,636
3211,W02000340,10-20,651
3212,W02000340,20-30,522
3213,W02000340,30-40,587
3214,W02000340,40-50,798
3215,W02000340,50-60,1252
3216,W02000340,60-70,1208
3217,W02000340,70-80,1003
3218,W02000340,80-90,390
3219,W02000340,90-100,83
3220,W02000341,0-10,651
3221,W02000341,10-20,684
3222,W02000341,20-30,711
3223,W02000341,30-40,783
3224,W02000341,40-50,1028
3225,W02000341,50-60,1445
3226,W02000341,60-70,1334
3227,W02000341,70-80,1099
3228,W02000341,80-90,511
3229,W02000341,90-100,64
3230,W02000342,0-10,906
3231,W02000342,10-20,960
3232,W02000342,20-30,634
3233,W02000342,30-40,760
3234,W02000342,40-50,1241
3235,W02000342,50-60,1675
3236,W02000342,60-70,1436
3237,W02000342,70-80,1221
3238,W02000342,80-90,433
3239,W02000342,90-100,95
3240,W02000343,0-10,904
3241,W02000343,10-20,844
3242,W02000343,20-30,1001
3243,W02000343,30-40,1114
3244,W02000343,40-50,1046
3245,W02000343,50-60,1298
3246,W02000343,60-70,858
3247,W02000343,70-80,716
3248,W02000343,80-90,310
3249,W02000343,90-100,87
3250,W02000344,0-10,902
3251,W02000344,10-20,832
3252,W02000344,20-30,765
3253,W02000344,30-40,894
3254,W02000344,40-50,1030
3255,W02000344,50-60,1447
3256,W02000344,60-70,1232
3257,W02000344,70-80,964
3258,W02000344,80-90,380
3259,W02000344,90-100,60
3260,W02000345,0-10,1000
3261,W02000345,10-20,850
3262,W02000345,20-30,871
3263,W02000345,30-40,979
3264,W02000345,40-50,890
3265,W02000345,50-60,1107
3266,W02000345,60-70,965
3267,W02000345,70-80,844
3268,W02000345,80-90,450
3269,W02000345,90-100,73
3270,W02000346,0-10,847
3271,W02000346,10-20,880
3272,W02000346,20-30,902
3273,W02000346,30-40,855
3274,W02000346,40-50,1052
3275,W02000346,50-60,1343
3276,W02000346,60-70,900
3277,W02000346,70-80,673
3278,W02000346,80-90,247
3279,W02000346,90-100,47
3280,W02000347,0-10,817
3281,W02000347,10-20,792
3282,W02000347,20-30,826
3283,W02000347,30-40,847
3284,W02000347,40-50,967
3285,W02000347,50-60,1259
3286,W02000347,60-70,1069
3287,W02000347,70-80,924
3288,W02000347,80-90,385
3289,W02000347,90-100,84
3290,W02000348,0-10,867
3291,W02000348,10-20,787
3292,W02000348,20-30,846
3293,W02000348,30-40,876
3294,W02000348,40-50,909
3295,W02000348,50-60,1080
3296,W02000348,60-70,877
3297,W02000348,70-80,897
3298,W02000348,80-90,413
3299,W02000348,90-100,53
3300,W02000349,0-10,1283
3301,W02000349,10-20,995
3302,W02000349,20-30,1151
3303,W02000349,30-40,1125
3304,W02000349,40-50,935
3305,W02000349,50-60,1189
3306,W02000349,60-70,598
3307,W02000349,70-80,708
3308,W02000349,80-90,272
3309,W02000349,90-100,38
3310,W02000350,0-10,1349
3311,W02000350,10-20,969
3312,W02000350,20-30,1233
3313,W02000350,30-40,1492
3314,W02000350,40-50,1137
3315,W02000350,50-60,1495
3316,W02000350,60-70,1088
3317,W02000350,70-80,784
3318,W02000350,80-90,353
3319,W02000350,90-100,40
3320,W02000351,0-10,979
3321,W02000351,10-20,693
3322,W02000351,20-30,711
3323,W02000351,30-40,828
3324,W02000351,40-50,752
3325,W02000351,50-60,848
3326,W02000351,60-70,711
3327,W02000351,70-80,485
3328,W02000351,80-90,219
3329,W02000351,90-100,49
3330,W02000352,0-10,975
3331,W02000352,10-20,784
3332,W02000352,20-30,886
3333,W02000352,30-40,1086
3334,W02000352,40-50,785
3335,W02000352,50-60,924
3336,W02000352,60-70,700
3337,W02000352,70-80,413
3338,W02000352,80-90,196
3339,W02000352,90-100,47
3340,W02000353,0-10,946
3341,W02000353,10-20,792
3342,W02000353,20-30,1071
3343,W02000353,30-40,1116
3344,W02000353,40-50,916
3345,W02000353,50-60,960
3346,W02000353,60-70,712
3347,W02000353,70-80,485
3348,W02000353,80-90,190
3349,W02000353,90-100,32
3350,W02000354,0-10,630
3351,W02000354,10-20,586
3352,W02000354,20-30,657
3353,W02000354,30-40,688
3354,W02000354,40-50,625
3355,W02000354,50-60,891
3356,W02000354,60-70,708
3357,W02000354,70-80,586
3358,W02000354,80-90,367
3359,W02000354,90-100,59
3360,W02000355,0-10,1443
3361,W02000355,10-20,1168
3362,W02000355,20-30,1055
3363,W02000355,30-40,1463
3364,W02000355,40-50,1371
3365,W02000355,50-60,1287
3366,W02000355,60-70,1078
3367,W02000355,70-80,923
3368,W02000355,80-90,382
3369,W02000355,90-100,67
3370,W02000356,0-10,806
3371,W02000356,10-20,816
3372,W02000356,20-30,651
3373,W02000356,30-40,764
3374,W02000356,40-50,498
3375,W02000356,50-60,715
3376,W02000356,60-70,473
3377,W02000356,70-80,302
3378,W02000356,80-90,213
3379,W02000356,90-100,32
3380,W02000357,0-10,1134
3381,W02000357,10-20,890
3382,W02000357,20-30,1345
3383,W02000357,30-40,1248
3384,W02000357,40-50,1107
3385,W02000357,50-60,1081
3386,W02000357,60-70,814
3387,W02000357,70-80,425
3388,W02000357,80-90,196
3389,W02000357,90-100,33
3390,W02000358,0-10,748
3391,W02000358,10-20,616
3392,W02000358,20-30,720
3393,W02000358,30-40,841
3394,W02000358,40-50,869
3395,W02000358,50-60,926
3396,W02000358,60-70,706
3397,W02000358,70-80,681
3398,W02000358,80-90,327
3399,W02000358,90-100,56
3400,W02000359,0-10,2066
3401,W02000359,10-20,1313
3402,W02000359,20-30,2142
3403,W02000359,30-40,2146
3404,W02000359,40-50,1476
3405,W02000359,50-60,1249
3406,W02000359,60-70,866
3407,W02000359,70-80,371
3408,W02000359,80-90,153
3409,W02000359,90-100,22
3410,W02000360,0-10,658
3411,W02000360,10-20,643
3412,W02000360,20-30,1095
3413,W02000360,30-40,1225
3414,W02000360,40-50,919
3415,W02000360,50-60,866
3416,W02000360,60-70,597
3417,W02000360,70-80,497
3418,W02000360,80-90,205
3419,W02000360,90-100,76
3420,W02000361,0-10,1782
3421,W02000361,10-20,1500
3422,W02000361,20-30,1724
3423,W02000361,30-40,1722
3424,W02000361,40-50,1287
3425,W02000361,50-60,1492
3426,W02000361,60-70,1051
3427,W02000361,70-80,759
3428,W02000361,80-90,417
3429,W02000361,90-100,36
3430,W02000362,0-10,925
3431,W02000362,10-20,733
3432,W02000362,20-30,790
3433,W02000362,30-40,976
3434,W02000362,40-50,922
3435,W02000362,50-60,976
3436,W02000362,60-70,669
3437,W02000362,70-80,711
3438,W02000362,80-90,248
3439,W02000362,90-100,35
3440,W02000363,0-10,683
3441,W02000363,10-20,579
3442,W02000363,20-30,612
3443,W02000363,30-40,775
3444,W02000363,40-50,636
3445,W02000363,50-60,865
3446,W02000363,60-70,687
3447,W02000363,70-80,622
3448,W02000363,80-90,265
3449,W02000363,90-100,52
3450,W02000364,0-10,1574
3451,W02000364,10-20,1319
3452,W02000364,20-30,1513
3453,W02000364,30-40,1666
3454,W02000364,40-50,1120
3455,W02000364,50-60,878
3456,W02000364,60-70,651
3457,W02000364,70-80,354
3458,W02000364,80-90,182
3459,W02000364,90-100,31
3460,W02000365,0-10,1428
3461,W02000365,10-20,1273
3462,W02000365,20-30,1087
3463,W02000365,30-40,1323
3464,W02000365,40-50,1045
3465,W02000365,50-60,1023
3466,W02000365,60-70,696
3467,W02000365,70-80,480
3468,W02000365,80-90,181
3469,W02000365,90-100,52
3470,W02000366,0-10,1092
3471,W02000366,10-20,972
3472,W02000366,20-30,810
3473,W02000366,30-40,1072
3474,W02000366,40-50,1373
3475,W02000366,50-60,1268
3476,W02000366,60-70,897
3477,W02000366,70-80,655
3478,W02000366,80-90,235
3479,W02000366,90-100,59
3480,W02000367,0-10,647
3481,W02000367,10-20,625
3482,W02000367,20-30,562
3483,W02000367,30-40,620
3484,W02000367,40-50,737
3485,W02000367,50-60,937
3486,W02000367,60-70,862
3487,W02000367,70-80,698
3488,W02000367,80-90,315
3489,W02000367,90-100,92
3490,W02000368,0-10,659
3491,W02000368,10-20,567
3492,W02000368,20-30,739
3493,W02000368,30-40,733
3494,W02000368,40-50,770
3495,W02000368,50-60,883
3496,W02000368,60-70,719
3497,W02000368,70-80,450
3498,W02000368,80-90,151
3499,W02000368,90-100,29
3500,W02000369,0-10,1528
3501,W02000369,10-20,1018
3502,W02000369,20-30,1614
3503,W02000369,30-40,1655
3504,W02000369,40-50,1435
3505,W02000369,50-60,1207
3506,W02000369,60-70,781
3507,W02000369,70-80,426
3508,W02000369,80-90,115
3509,W02000369,90-100,14
3510,W02000370,0-10,717
3511,W02000370,10-20,637
3512,W02000370,20-30,454
3513,W02000370,30-40,703
3514,W02000370,40-50,792
3515,W02000370,50-60,956
3516,W02000370,60-70,881
3517,W02000370,70-80,776
3518,W02000370,80-90,525
3519,W02000370,90-100,101
3520,W02000371,0-10,1234
3521,W02000371,10-20,949
3522,W02000371,20-30,993
3523,W02000371,30-40,1334
3524,W02000371,40-50,1152
3525,W02000371,50-60,1149
3526,W02000371,60-70,1013
3527,W02000371,70-80,783
3528,W02000371,80-90,373
3529,W02000371,90-100,122
3530,W02000372,0-10,1119
3531,W02000372,10-20,1019
3532,W02000372,20-30,681
3533,W02000372,30-40,976
3534,W02000372,40-50,1322
3535,W02000372,50-60,1197
3536,W02000372,60-70,846
3537,W02000372,70-80,782
3538,W02000372,80-90,293
3539,W02000372,90-100,50
3540,W02000373,0-10,1061
3541,W02000373,10-20,969
3542,W02000373,20-30,838
3543,W02000373,30-40,1033
3544,W02000373,40-50,770
3545,W02000373,50-60,901
3546,W02000373,60-70,811
3547,W02000373,70-80,400
3548,W02000373,80-90,175
3549,W02000373,90-100,37
3550,W02000374,0-10,753
3551,W02000374,10-20,747
3552,W02000374,20-30,449
3553,W02000374,30-40,601
3554,W02000374,40-50,833
3555,W02000374,50-60,752
3556,W02000374,60-70,705
3557,W02000374,70-80,717
3558,W02000374,80-90,289
3559,W02000374,90-100,51
3560,W02000375,0-10,1184
3561,W02000375,10-20,1154
3562,W02000375,20-30,957
3563,W02000375,30-40,1053
3564,W02000375,40-50,985
3565,W02000375,50-60,744
3566,W02000375,60-70,601
3567,W02000375,70-80,432
3568,W02000375,80-90,167
3569,W02000375,90-100,40
3570,W02000376,0-10,865
3571,W02000376,10-20,729
3572,W02000376,20-30,676
3573,W02000376,30-40,817
3574,W02000376,40-50,934
3575,W02000376,50-60,990
3576,W02000376,60-70,792
3577,W02000376,70-80,538
3578,W02000376,80-90,268
3579,W02000376,90-100,47
3580,W02000377,0-10,1163
3581,W02000377,10-20,951
3582,W02000377,20-30,1136
3583,W02000377,30-40,1213
3584,W02000377,40-50,933
3585,W02000377,50-60,1028
3586,W02000377,60-70,727
3587,W02000377,70-80,401
3588,W02000377,80-90,197
3589,W02000377,90-100,36
3590,W02000378,0-10,944
3591,W02000378,10-20,863
3592,W02000378,20-30,686
3593,W02000378,30-40,983
3594,W02000378,40-50,972
3595,W02000378,50-60,977
3596,W02000378,60-70,872
3597,W02000378,70-80,741
3598,W02000378,80-90,381
3599,W02000378,90-100,69
3600,W02000379,0-10,1178
3601,W02000379,10-20,1085
3602,W02000379,20-30,789
3603,W02000379,30-40,973
3604,W02000379,40-50,806
3605,W02000379,50-60,731
3606,W02000379,60-70,513
3607,W02000379,70-80,281
3608,W02000379,80-90,98
3609,W02000379,90-100,12
3610,W02000380,0-10,917
3611,W02000380,10-20,849
3612,W02000380,20-30,774
3613,W02000380,30-40,953
3614,W02000380,40-50,1016
3615,W02000380,50-60,1125
3616,W02000380,60-70,1056
3617,W02000380,70-80,877
3618,W02000380,80-90,281
3619,W02000380,90-100,51
3620,W02000381,0-10,970
3621,W02000381,10-20,798
3622,W02000381,20-30,812
3623,W02000381,30-40,917
3624,W02000381,40-50,767
3625,W02000381,50-60,835
3626,W02000381,60-70,736
3627,W02000381,70-80,401
3628,W02000381,80-90,232
3629,W02000381,90-100,56
3630,W02000382,0-10,1015
3631,W02000382,10-20,773
3632,W02000382,20-30,803
3633,W02000382,30-40,907
3634,W02000382,40-50,559
3635,W02000382,50-60,757
3636,W02000382,60-70,531
3637,W02000382,70-80,351
3638,W02000382,80-90,229
3639,W02000382,90-100,44
3640,W02000383,0-10,1127
3641,W02000383,10-20,1087
3642,W02000383,20-30,849
3643,W02000383,30-40,1037
3644,W02000383,40-50,1035
3645,W02000383,50-60,861
3646,W02000383,60-70,663
3647,W02000383,70-80,621
3648,W02000383,80-90,192
3649,W02000383,90-100,21
3650,W02000384,0-10,716
3651,W02000384,10-20,571
3652,W02000384,20-30,564
3653,W02000384,30-40,720
3654,W02000384,40-50,787
3655,W02000384,50-60,809
3656,W02000384,60-70,705
3657,W02000384,70-80,537
3658,W02000384,80-90,238
3659,W02000384,90-100,56
3660,W02000385,0-10,864
3661,W02000385,10-20,1298
3662,W02000385,20-30,589
3663,W02000385,30-40,734
3664,W02000385,40-50,897
3665,W02000385,50-60,813
3666,W02000385,60-70,715
3667,W02000385,70-80,547
3668,W02000385,80-90,354
3669,W02000385,90-100,79
3670,W02000386,0-10,915
3671,W02000386,10-20,749
3672,W02000386,20-30,577
3673,W02000386,30-40,819
3674,W02000386,40-50,1032
3675,W02000386,50-60,1167
3676,W02000386,60-70,976
3677,W02000386,70-80,818
3678,W02000386,80-90,436
3679,W02000386,90-100,99
3680,W02000387,0-10,752
3681,W02000387,10-20,731
3682,W02000387,20-30,612
3683,W02000387,30-40,804
3684,W02000387,40-50,692
3685,W02000387,50-60,798
3686,W02000387,60-70,701
3687,W02000387,70-80,505
3688,W02000387,80-90,256
3689,W02000387,90-100,47
3690,W02000388,0-10,673
3691,W02000388,10-20,648
3692,W02000388,20-30,646
3693,W02000388,30-40,758
3694,W02000388,40-50,647
3695,W02000388,50-60,876
3696,W02000388,60-70,709
3697,W02000388,70-80,553
3698,W02000388,80-90,250
3699,W02000388,90-100,45
3700,W02000389,0-10,1152
3701,W02000389,10-20,1093
3702,W02000389,20-30,992
3703,W02000389,30-40,1261
3704,W02000389,40-50,1111
3705,W02000389,50-60,1139
3706,W02000389,60-70,879
3707,W02000389,70-80,562
3708,W02000389,80-90,215
3709,W02000389,90-100,32
3710,W02000390,0-10,639
3711,W02000390,10-20,1065
3712,W02000390,20-30,543
3713,W02000390,30-40,578
3714,W02000390,40-50,772
3715,W02000390,50-60,732
3716,W02000390,60-70,725
3717,W02000390,70-80,676
3718,W02000390,80-90,408
3719,W02000390,90-100,98
3720,W02000391,0-10,718
3721,W02000391,10-20,3517
3722,W02000391,20-30,2202
3723,W02000391,30-40,1018
3724,W02000391,40-50,693
3725,W02000391,50-60,519
3726,W02000391,60-70,366
3727,W02000391,70-80,237
3728,W02000391,80-90,129
3729,W02000391,90-100,23
3730,W02000392,0-10,913
3731,W02000392,10-20,1102
3732,W02000392,20-30,882
3733,W02000392,30-40,949
3734,W02000392,40-50,1132
3735,W02000392,50-60,1241
3736,W02000392,60-70,1141
3737,W02000392,70-80,916
3738,W02000392,80-90,401
3739,W02000392,90-100,98
3740,W02000393,0-10,1059
3741,W02000393,10-20,755
3742,W02000393,20-30,923
3743,W02000393,30-40,1016
3744,W02000393,40-50,768
3745,W02000393,50-60,862
3746,W02000393,60-70,629
3747,W02000393,70-80,400
3748,W02000393,80-90,202
3749,W02000393,90-100,33
3750,W02000394,0-10,398
3751,W02000394,10-20,2619
3752,W02000394,20-30,4582
3753,W02000394,30-40,750
3754,W02000394,40-50,397
3755,W02000394,50-60,318
3756,W02000394,60-70,245
3757,W02000394,70-80,143
3758,W02000394,80-90,97
3759,W02000394,90-100,16
3760,W02000395,0-10,941
3761,W02000395,10-20,637
3762,W02000395,20-30,1024
3763,W02000395,30-40,1017
3764,W02000395,40-50,963
3765,W02000395,50-60,785
3766,W02000395,60-70,647
3767,W02000395,70-80,405
3768,W02000395,80-90,199
3769,W02000395,90-100,46
3770,W02000396,0-10,599
3771,W02000396,10-20,1154
3772,W02000396,20-30,2445
3773,W02000396,30-40,1215
3774,W02000396,40-50,813
3775,W02000396,50-60,572
3776,W02000396,60-70,362
3777,W02000396,70-80,248
3778,W02000396,80-90,108
3779,W02000396,90-100,12
3780,W02000397,0-10,740
3781,W02000397,10-20,814
3782,W02000397,20-30,663
3783,W02000397,30-40,889
3784,W02000397,40-50,778
3785,W02000397,50-60,1005
3786,W02000397,60-70,729
3787,W02000397,70-80,489
3788,W02000397,80-90,282
3789,W02000397,90-100,51
3790,W02000398,0-10,306
3791,W02000398,10-20,4543
3792,W02000398,20-30,5619
3793,W02000398,30-40,792
3794,W02000398,40-50,336
3795,W02000398,50-60,249
3796,W02000398,60-70,193
3797,W02000398,70-80,130
3798,W02000398,80-90,77
3799,W02000398,90-100,18
3800,W02000399,0-10,680
3801,W02000399,10-20,1476
3802,W02000399,20-30,4253
3803,W02000399,30-40,1554
3804,W02000399,40-50,935
3805,W02000399,50-60,787
3806,W02000399,60-70,540
3807,W02000399,70-80,321
3808,W02000399,80-90,173
3809,W02000399,90-100,47
3810,W02000400,0-10,559
3811,W02000400,10-20,493
3812,W02000400,20-30,1273
3813,W02000400,30-40,1072
3814,W02000400,40-50,861
3815,W02000400,50-60,878
3816,W02000400,60-70,613
3817,W02000400,70-80,385
3818,W02000400,80-90,124
3819,W02000400,90-100,31
3820,W02000401,0-10,735
3821,W02000401,10-20,581
3822,W02000401,20-30,739
3823,W02000401,30-40,905
3824,W02000401,40-50,890
3825,W02000401,50-60,832
3826,W02000401,60-70,604
3827,W02000401,70-80,436
3828,W02000401,80-90,185
3829,W02000401,90-100,34
3830,W02000402,0-10,1230
3831,W02000402,10-20,2221
3832,W02000402,20-30,3272
3833,W02000402,30-40,1995
3834,W02000402,40-50,1091
3835,W02000402,50-60,926
3836,W02000402,60-70,492
3837,W02000402,70-80,258
3838,W02000402,80-90,102
3839,W02000402,90-100,16
3840,W02000403,0-10,1320
3841,W02000403,10-20,997
3842,W02000403,20-30,1208
3843,W02000403,30-40,1376
3844,W02000403,40-50,1019
3845,W02000403,50-60,852
3846,W02000403,60-70,591
3847,W02000403,70-80,281
3848,W02000403,80-90,119
3849,W02000403,90-100,24
3850,W02000404,0-10,840
3851,W02000404,10-20,602
3852,W02000404,20-30,1170
3853,W02000404,30-40,1198
3854,W02000404,40-50,739
3855,W02000404,50-60,815
3856,W02000404,60-70,531
3857,W02000404,70-80,302
3858,W02000404,80-90,135
3859,W02000404,90-100,13
3860,W02000405,0-10,1759
3861,W02000405,10-20,1245
3862,W02000405,20-30,1039
3863,W02000405,30-40,1126
3864,W02000405,40-50,776
3865,W02000405,50-60,849
3866,W02000405,60-70,530
3867,W02000405,70-80,345
3868,W02000405,80-90,127
3869,W02000405,90-100,22
3870,W02000406,0-10,1441
3871,W02000406,10-20,1075
3872,W02000406,20-30,1776
3873,W02000406,30-40,1822
3874,W02000406,40-50,1341
3875,W02000406,50-60,1114
3876,W02000406,60-70,840
3877,W02000406,70-80,471
3878,W02000406,80-90,260
3879,W02000406,90-100,55
3880,W02000407,0-10,1168
3881,W02000407,10-20,981
3882,W02000407,20-30,780
3883,W02000407,30-40,866
3884,W02000407,40-50,775
3885,W02000407,50-60,829
3886,W02000407,60-70,600
3887,W02000407,70-80,430
3888,W02000407,80-90,187
3889,W02000407,90-100,31
3890,W02000408,0-10,1050
3891,W02000408,10-20,1031
3892,W02000408,20-30,1477
3893,W02000408,30-40,1393
3894,W02000408,40-50,969
3895,W02000408,50-60,698
3896,W02000408,60-70,480
3897,W02000408,70-80,231
3898,W02000408,80-90,110
3899,W02000408,90-100,21
3900,W02000409,0-10,983
3901,W02000409,10-20,708
3902,W02000409,20-30,804
3903,W02000409,30-40,858
3904,W02000409,40-50,610
3905,W02000409,50-60,792
3906,W02000409,60-70,621
3907,W02000409,70-80,444
3908,W02000409,80-90,228
3909,W02000409,90-100,28
3910,W02000410,0-10,1226
3911,W02000410,10-20,1418
3912,W02000410,20-30,1698
3913,W02000410,30-40,1432
3914,W02000410,40-50,1090
3915,W02000410,50-60,845
3916,W02000410,60-70,473
3917,W02000410,70-80,294
3918,W02000410,80-90,141
3919,W02000410,90-100,25
3920,W02000411,0-10,945
3921,W02000411,10-20,944
3922,W02000411,20-30,861
3923,W02000411,30-40,927
3924,W02000411,40-50,809
3925,W02000411,50-60,851
3926,W02000411,60-70,649
3927,W02000411,70-80,384
3928,W02000411,80-90,185
3929,W02000411,90-100,41
3930,W02000412,0-10,1037
3931,W02000412,10-20,838
3932,W02000412,20-30,1070
3933,W02000412,30-40,1189
3934,W02000412,40-50,839
3935,W02000412,50-60,789
3936,W02000412,60-70,584
3937,W02000412,70-80,362
3938,W02000412,80-90,145
3939,W02000412,90-100,25
3940,W02000414,0-10,573
3941,W02000414,10-20,509
3942,W02000414,20-30,427
3943,W02000414,30-40,556
3944,W02000414,40-50,700
3945,W02000414,50-60,1057
3946,W02000414,60-70,1025
3947,W02000414,70-80,782
3948,W02000414,80-90,302
3949,W02000414,90-100,52
3950,W02000415,0-10,1499
3951,W02000415,10-20,1233
3952,W02000415,20-30,1183
3953,W02000415,30-40,1281
3954,W02000415,40-50,1012
3955,W02000415,50-60,1252
3956,W02000415,60-70,967
3957,W02000415,70-80,656
3958,W02000415,80-90,227
3959,W02000415,90-100,46
3960,W02000416,0-10,1149
3961,W02000416,10-20,1001
3962,W02000416,20-30,967
3963,W02000416,30-40,1119
3964,W02000416,40-50,1167
3965,W02000416,50-60,1591
3966,W02000416,60-70,1465
3967,W02000416,70-80,1190
3968,W02000416,80-90,591
3969,W02000416,90-100,103
3970,W02000417,0-10,1274
3971,W02000417,10-20,1072
3972,W02000417,20-30,1119
3973,W02000417,30-40,1310
3974,W02000417,40-50,1224
3975,W02000417,50-60,1486
3976,W02000417,60-70,1330
3977,W02000417,70-80,963
3978,W02000417,80-90,339
3979,W02000417,90-100,70
3980,W02000418,0-10,1306
3981,W02000418,10-20,1182
3982,W02000418,20-30,994
3983,W02000418,30-40,1275
3984,W02000418,40-50,1369
3985,W02000418,50-60,1964
3986,W02000418,60-70,1932
3987,W02000418,70-80,1511
