,Middle Layer Super Output Areas Code,Middle Layer Super Output Areas Label,Marital and civil partnership status (12 categories) Code,Marital and civil partnership status (12 categories) Label,Count
85997,W02000329,Torfaen 007,5,In a registered civil partnership: Same sex,7
85998,W02000329,Torfaen 007,6,"Separated, but still married",134
85999,W02000329,Torfaen 007,7,"Separated, but still in a registered civil partnership",0
86000,W02000329,Torfaen 007,8,Divorced,771
86001,W02000329,Torfaen 007,9,Formerly in a civil partnership now legally dissolved,1
86002,W02000329,Torfaen 007,10,Widowed,456
86003,W02000329,Torfaen 007,11,Surviving partner from civil partnership,0
86004,W02000330,Torfaen 008,-8,Does not apply,1178
86005,W02000330,Torfaen 008,1,Never married and never registered a civil partnership,1831
86006,W02000330,Torfaen 008,2,Married: Opposite sex,2722
86007,W02000330,Torfaen 008,3,Married: Same sex,10
86008,W02000330,Torfaen 008,4,In a registered civil partnership: Opposite sex,4
86009,W02000330,Torfaen 008,5,In a registered civil partnership: Same sex,5
86010,W02000330,Torfaen 008,6,"Separated, but still married",116
86011,W02000330,Torfaen 008,7,"Separated, but still in a registered civil partnership",0
86012,W02000330,Torfaen 008,8,Divorced,656
86013,W02000330,Torfaen 008,9,Formerly in a civil partnership now legally dissolved,0
86014,W02000330,Torfaen 008,10,Widowed,555
86015,W02000330,Torfaen 008,11,Surviving partner from civil partnership,0
86016,W02000331,Torfaen 009,-8,Does not apply,1490
86017,W02000331,Torfaen 009,1,Never married and never registered a civil partnership,2119
86018,W02000331,Torfaen 009,2,Married: Opposite sex,1837
86019,W02000331,Torfaen 009,3,Married: Same sex,10
86020,W02000331,Torfaen 009,4,In a registered civil partnership: Opposite sex,6
86021,W02000331,Torfaen 009,5,In a registered civil partnership: Same sex,16
86022,W02000331,Torfaen 009,6,"Separated, but still married",114
86023,W02000331,Torfaen 009,7,"Separated, but still in a registered civil partnership",3
86024,W02000331,Torfaen 009,8,Divorced,581
86025,W02000331,Torfaen 009,9,Formerly in a civil partnership now legally dissolved,1
86026,W02000331,Torfaen 009,10,Widowed,298
86027,W02000331,Torfaen 009,11,Surviving partner from civil partnership,0
86028,W02000332,Torfaen 010,-8,Does not apply,1482
86029,W02000332,Torfaen 010,1,Never married and never registered a civil partnership,2441
86030,W02000332,Torfaen 010,2,Married: Opposite sex,2271
86031,W02000332,Torfaen 010,3,Married: Same sex,15
86032,W02000332,Torfaen 010,4,In a registered civil partnership: Opposite sex,6
86033,W02000332,Torfaen 010,5,In a registered civil partnership: Same sex,8
86034,W02000332,Torfaen 010,6,"Separated, but still married",129
86035,W02000332,Torfaen 010,7,"Separated, but still in a registered civil partnership",0
86036,W02000332,Torfaen 010,8,Divorced,787
86037,W02000332,Torfaen 010,9,Formerly in a civil partnership now legally dissolved,0
86038,W02000332,Torfaen 010,10,Widowed,508
86039,W02000332,Torfaen 010,11,Surviving partner from civil partnership,2
86040,W02000333,Torfaen 011,-8,Does not apply,1148
86041,W02000333,Torfaen 011,1,Never married and never registered a civil partnership,1762
86042,W02000333,Torfaen 011,2,Married: Opposite sex,2381
86043,W02000333,Torfaen 011,3,Married: Same sex,17
86044,W02000333,Torfaen 011,4,In a registered civil partnership: Opposite sex,2
86045,W02000333,Torfaen 011,5,In a registered civil partnership: Same sex,8
86046,W02000333,Torfaen 011,6,"Separated, but still married",106
86047,W02000333,Torfaen 011,7,"Separated, but still in a registered civil partnership",2
86048,W02000333,Torfaen 011,8,Divorced,520
86049,W02000333,Torfaen 011,9,Formerly in a civil partnership now legally dissolved,1
86050,W02000333,Torfaen 011,10,Widowed,294
86051,W02000333,Torfaen 011,11,Surviving partner from civil partnership,0
86052,W02000334,Torfaen 012,-8,Does not apply,1097
86053,W02000334,Torfaen 012,1,Never married and never registered a civil partnership,1657
86054,W02000334,Torfaen 012,2,Married: Opposite sex,2839
86055,W02000334,Torfaen 012,3,Married: Same sex,9
86056,W02000334,Torfaen 012,4,In a registered civil partnership: Opposite sex,2
86057,W02000334,Torfaen 012,5,In a registered civil partnership: Same sex,8
86058,W02000334,Torfaen 012,6,"Separated, but still married",89
86059,W02000334,Torfaen 012,7,"Separated, but still in a registered civil partnership",0
86060,W02000334,Torfaen 012,8,Divorced,556
86061,W02000334,Torfaen 012,9,Formerly in a civil partnership now legally dissolved,2
86062,W02000334,Torfaen 012,10,Widowed,327
86063,W02000334,Torfaen 012,11,Surviving partner from civil partnership,0
86064,W02000335,Torfaen 013,-8,Does not apply,1293
86065,W02000335,Torfaen 013,1,Never married and never registered a civil partnership,1940
86066,W02000335,Torfaen 013,2,Married: Opposite sex,3161
86067,W02000335,Torfaen 013,3,Married: Same sex,21
86068,W02000335,Torfaen 013,4,In a registered civil partnership: Opposite sex,0
86069,W02000335,Torfaen 013,5,In a registered civil partnership: Same sex,13
86070,W02000335,Torfaen 013,6,"Separated, but still married",106
86071,W02000335,Torfaen 013,7,"Separated, but still in a registered civil partnership",0
86072,W02000335,Torfaen 013,8,Divorced,560
86073,W02000335,Torfaen 013,9,Formerly in a civil partnership now legally dissolved,0
86074,W02000335,Torfaen 013,10,Widowed,439
86075,W02000335,Torfaen 013,11,Surviving partner from civil partnership,0
86076,W02000336,Monmouthshire 001,-8,Does not apply,1081
86077,W02000336,Monmouthshire 001,1,Never married and never registered a civil partnership,2075
86078,W02000336,Monmouthshire 001,2,Married: Opposite sex,3640
86079,W02000336,Monmouthshire 001,3,Married: Same sex,17
86080,W02000336,Monmouthshire 001,4,In a registered civil partnership: Opposite sex,19
86081,W02000336,Monmouthshire 001,5,In a registered civil partnership: Same sex,16
86082,W02000336,Monmouthshire 001,6,"Separated, but still married",145
86083,W02000336,Monmouthshire 001,7,"Separated, but still in a registered civil partnership",2
86084,W02000336,Monmouthshire 001,8,Divorced,844
86085,W02000336,Monmouthshire 001,9,Formerly in a civil partnership now legally dissolved,1
86086,W02000336,Monmouthshire 001,10,Widowed,640
86087,W02000336,Monmouthshire 001,11,Surviving partner from civil partnership,1
86088,W02000337,Monmouthshire 002,-8,Does not apply,1418
86089,W02000337,Monmouthshire 002,1,Never married and never registered a civil partnership,2211
86090,W02000337,Monmouthshire 002,2,Married: Opposite sex,2548
86091,W02000337,Monmouthshire 002,3,Married: Same sex,17
86092,W02000337,Monmouthshire 002,4,In a registered civil partnership: Opposite sex,2
86093,W02000337,Monmouthshire 002,5,In a registered civil partnership: Same sex,15
86094,W02000337,Monmouthshire 002,6,"Separated, but still married",154
86095,W02000337,Monmouthshire 002,7,"Separated, but still in a registered civil partnership",0
86096,W02000337,Monmouthshire 002,8,Divorced,747
86097,W02000337,Monmouthshire 002,9,Formerly in a civil partnership now legally dissolved,2
86098,W02000337,Monmouthshire 002,10,Widowed,524
86099,W02000337,Monmouthshire 002,11,Surviving partner from civil partnership,3
86100,W02000338,Monmouthshire 003,-8,Does not apply,1342
86101,W02000338,Monmouthshire 003,1,Never married and never registered a civil partnership,1962
86102,W02000338,Monmouthshire 003,2,Married: Opposite sex,3801
86103,W02000338,Monmouthshire 003,3,Married: Same sex,23
86104,W02000338,Monmouthshire 003,4,In a registered civil partnership: Opposite sex,12
86105,W02000338,Monmouthshire 003,5,In a registered civil partnership: Same sex,14
86106,W02000338,Monmouthshire 003,6,"Separated, but still married",121
86107,W02000338,Monmouthshire 003,7,"Separated, but still in a registered civil partnership",2
86108,W02000338,Monmouthshire 003,8,Divorced,636
86109,W02000338,Monmouthshire 003,9,Formerly in a civil partnership now legally dissolved,1
86110,W02000338,Monmouthshire 003,10,Widowed,606
86111,W02000338,Monmouthshire 003,11,Surviving partner from civil partnership,0
86112,W02000339,Monmouthshire 004,-8,Does not apply,1917
86113,W02000339,Monmouthshire 004,1,Never married and never registered a civil partnership,2729
86114,W02000339,Monmouthshire 004,2,Married: Opposite sex,4329
86115,W02000339,Monmouthshire 004,3,Married: Same sex,20
86116,W02000339,Monmouthshire 004,4,In a registered civil partnership: Opposite sex,8
86117,W02000339,Monmouthshire 004,5,In a registered civil partnership: Same sex,10
86118,W02000339,Monmouthshire 004,6,"Separated, but still married",196
86119,W02000339,Monmouthshire 004,7,"Separated, but still in a registered civil partnership",3
86120,W02000339,Monmouthshire 004,8,Divorced,1049
86121,W02000339,Monmouthshire 004,9,Formerly in a civil partnership now legally dissolved,0
86122,W02000339,Monmouthshire 004,10,Widowed,787
86123,W02000339,Monmouthshire 004,11,Surviving partner from civil partnership,2
86124,W02000340,Monmouthshire 005,-8,Does not apply,999
86125,W02000340,Monmouthshire 005,1,Never married and never registered a civil partnership,1467
86126,W02000340,Monmouthshire 005,2,Married: Opposite sex,3554
86127,W02000340,Monmouthshire 005,3,Married: Same sex,19
86128,W02000340,Monmouthshire 005,4,In a registered civil partnership: Opposite sex,4
86129,W02000340,Monmouthshire 005,5,In a registered civil partnership: Same sex,5
86130,W02000340,Monmouthshire 005,6,"Separated, but still married",105
86131,W02000340,Monmouthshire 005,7,"Separated, but still in a registered civil partnership",2
86132,W02000340,Monmouthshire 005,8,Divorced,518
86133,W02000340,Monmouthshire 005,9,Formerly in a civil partnership now legally dissolved,2
86134,W02000340,Monmouthshire 005,10,Widowed,464
86135,W02000340,Monmouthshire 005,11,Surviving partner from civil partnership,3
86136,W02000341,Monmouthshire 006,-8,Does not apply,999
86137,W02000341,Monmouthshire 006,1,Never married and never registered a civil partnership,2012
86138,W02000341,Monmouthshire 006,2,Married: Opposite sex,3905
86139,W02000341,Monmouthshire 006,3,Married: Same sex,24
86140,W02000341,Monmouthshire 006,4,In a registered civil partnership: Opposite sex,6
86141,W02000341,Monmouthshire 006,5,In a registered civil partnership: Same sex,14
86142,W02000341,Monmouthshire 006,6,"Separated, but still married",137
86143,W02000341,Monmouthshire 006,7,"Separated, but still in a registered civil partnership",0
86144,W02000341,Monmouthshire 006,8,Divorced,702
86145,W02000341,Monmouthshire 006,9,Formerly in a civil partnership now legally dissolved,0
86146,W02000341,Monmouthshire 006,10,Widowed,514
86147,W02000341,Monmouthshire 006,11,Surviving partner from civil partnership,1
86148,W02000342,Monmouthshire 007,-8,Does not apply,1460
86149,W02000342,Monmouthshire 007,1,Never married and never registered a civil partnership,1881
86150,W02000342,Monmouthshire 007,2,Married: Opposite sex,4701
86151,W02000342,Monmouthshire 007,3,Married: Same sex,17
86152,W02000342,Monmouthshire 007,4,In a registered civil partnership: Opposite sex,8
86153,W02000342,Monmouthshire 007,5,In a registered civil partnership: Same sex,24
86154,W02000342,Monmouthshire 007,6,"Separated, but still married",124
86155,W02000342,Monmouthshire 007,7,"Separated, but still in a registered civil partnership",1
86156,W02000342,Monmouthshire 007,8,Divorced,623
86157,W02000342,Monmouthshire 007,9,Formerly in a civil partnership now legally dissolved,0
86158,W02000342,Monmouthshire 007,10,Widowed,521
86159,W02000342,Monmouthshire 007,11,Surviving partner from civil partnership,0
86160,W02000343,Monmouthshire 008,-8,Does not apply,1349
86161,W02000343,Monmouthshire 008,1,Never married and never registered a civil partnership,2471
86162,W02000343,Monmouthshire 008,2,Married: Opposite sex,2698
86163,W02000343,Monmouthshire 008,3,Married: Same sex,19
86164,W02000343,Monmouthshire 008,4,In a registered civil partnership: Opposite sex,4
86165,W02000343,Monmouthshire 008,5,In a registered civil partnership: Same sex,8
86166,W02000343,Monmouthshire 008,6,"Separated, but still married",179
86167,W02000343,Monmouthshire 008,7,"Separated, but still in a registered civil partnership",0
86168,W02000343,Monmouthshire 008,8,Divorced,925
86169,W02000343,Monmouthshire 008,9,Formerly in a civil partnership now legally dissolved,1
86170,W02000343,Monmouthshire 008,10,Widowed,518
86171,W02000343,Monmouthshire 008,11,Surviving partner from civil partnership,0
86172,W02000344,Monmouthshire 009,-8,Does not apply,1362
86173,W02000344,Monmouthshire 009,1,Never married and never registered a civil partnership,1785
86174,W02000344,Monmouthshire 009,2,Married: Opposite sex,4110
86175,W02000344,Monmouthshire 009,3,Married: Same sex,16
86176,W02000344,Monmouthshire 009,4,In a registered civil partnership: Opposite sex,4
86177,W02000344,Monmouthshire 009,5,In a registered civil partnership: Same sex,5
86178,W02000344,Monmouthshire 009,6,"Separated, but still married",125
86179,W02000344,Monmouthshire 009,7,"Separated, but still in a registered civil partnership",0
86180,W02000344,Monmouthshire 009,8,Divorced,635
86181,W02000344,Monmouthshire 009,9,Formerly in a civil partnership now legally dissolved,1
86182,W02000344,Monmouthshire 009,10,Widowed,464
86183,W02000344,Monmouthshire 009,11,Surviving partner from civil partnership,0
86184,W02000345,Monmouthshire 010,-8,Does not apply,1472
86185,W02000345,Monmouthshire 010,1,Never married and never registered a civil partnership,2125
86186,W02000345,Monmouthshire 010,2,Married: Opposite sex,2998
86187,W02000345,Monmouthshire 010,3,Married: Same sex,14
86188,W02000345,Monmouthshire 010,4,In a registered civil partnership: Opposite sex,4
86189,W02000345,Monmouthshire 010,5,In a registered civil partnership: Same sex,8
86190,W02000345,Monmouthshire 010,6,"Separated, but still married",139
86191,W02000345,Monmouthshire 010,7,"Separated, but still in a registered civil partnership",2
86192,W02000345,Monmouthshire 010,8,Divorced,746
86193,W02000345,Monmouthshire 010,9,Formerly in a civil partnership now legally dissolved,0
86194,W02000345,Monmouthshire 010,10,Widowed,526
86195,W02000345,Monmouthshire 010,11,Surviving partner from civil partnership,1
86196,W02000346,Monmouthshire 011,-8,Does not apply,1320
86197,W02000346,Monmouthshire 011,1,Never married and never registered a civil partnership,1917
86198,W02000346,Monmouthshire 011,2,Married: Opposite sex,3473
86199,W02000346,Monmouthshire 011,3,Married: Same sex,12
86200,W02000346,Monmouthshire 011,4,In a registered civil partnership: Opposite sex,6
86201,W02000346,Monmouthshire 011,5,In a registered civil partnership: Same sex,6
86202,W02000346,Monmouthshire 011,6,"Separated, but still married",104
86203,W02000346,Monmouthshire 011,7,"Separated, but still in a registered civil partnership",0
86204,W02000346,Monmouthshire 011,8,Divorced,514
86205,W02000346,Monmouthshire 011,9,Formerly in a civil partnership now legally dissolved,1
86206,W02000346,Monmouthshire 011,10,Widowed,385
86207,W02000346,Monmouthshire 011,11,Surviving partner from civil partnership,0
86208,W02000347,Newport 001,-8,Does not apply,1262
86209,W02000347,Newport 001,1,Never married and never registered a civil partnership,1961
86210,W02000347,Newport 001,2,Married: Opposite sex,3400
86211,W02000347,Newport 001,3,Married: Same sex,10
86212,W02000347,Newport 001,4,In a registered civil partnership: Opposite sex,2
86213,W02000347,Newport 001,5,In a registered civil partnership: Same sex,10
86214,W02000347,Newport 001,6,"Separated, but still married",120
86215,W02000347,Newport 001,7,"Separated, but still in a registered civil partnership",0
86216,W02000347,Newport 001,8,Divorced,693
86217,W02000347,Newport 001,9,Formerly in a civil partnership now legally dissolved,0
86218,W02000347,Newport 001,10,Widowed,512
86219,W02000347,Newport 001,11,Surviving partner from civil partnership,1
86220,W02000348,Newport 002,-8,Does not apply,1306
86221,W02000348,Newport 002,1,Never married and never registered a civil partnership,2094
86222,W02000348,Newport 002,2,Married: Opposite sex,2956
86223,W02000348,Newport 002,3,Married: Same sex,16
86224,W02000348,Newport 002,4,In a registered civil partnership: Opposite sex,4
86225,W02000348,Newport 002,5,In a registered civil partnership: Same sex,4
86226,W02000348,Newport 002,6,"Separated, but still married",100
86227,W02000348,Newport 002,7,"Separated, but still in a registered civil partnership",0
86228,W02000348,Newport 002,8,Divorced,602
86229,W02000348,Newport 002,9,Formerly in a civil partnership now legally dissolved,1
86230,W02000348,Newport 002,10,Widowed,521
86231,W02000348,Newport 002,11,Surviving partner from civil partnership,1
86232,W02000349,Newport 003,-8,Does not apply,1747
86233,W02000349,Newport 003,1,Never married and never registered a civil partnership,3018
86234,W02000349,Newport 003,2,Married: Opposite sex,2237
86235,W02000349,Newport 003,3,Married: Same sex,26
86236,W02000349,Newport 003,4,In a registered civil partnership: Opposite sex,9
86237,W02000349,Newport 003,5,In a registered civil partnership: Same sex,10
86238,W02000349,Newport 003,6,"Separated, but still married",158
86239,W02000349,Newport 003,7,"Separated, but still in a registered civil partnership",0
86240,W02000349,Newport 003,8,Divorced,652
86241,W02000349,Newport 003,9,Formerly in a civil partnership now legally dissolved,3
86242,W02000349,Newport 003,10,Widowed,438
86243,W02000349,Newport 003,11,Surviving partner from civil partnership,1
86244,W02000350,Newport 004,-8,Does not apply,1925
86245,W02000350,Newport 004,1,Never married and never registered a civil partnership,2587
86246,W02000350,Newport 004,2,Married: Opposite sex,4251
86247,W02000350,Newport 004,3,Married: Same sex,35
86248,W02000350,Newport 004,4,In a registered civil partnership: Opposite sex,4
86249,W02000350,Newport 004,5,In a registered civil partnership: Same sex,6
86250,W02000350,Newport 004,6,"Separated, but still married",124
86251,W02000350,Newport 004,7,"Separated, but still in a registered civil partnership",0
86252,W02000350,Newport 004,8,Divorced,595
86253,W02000350,Newport 004,9,Formerly in a civil partnership now legally dissolved,0
86254,W02000350,Newport 004,10,Widowed,432
86255,W02000350,Newport 004,11,Surviving partner from civil partnership,0
86256,W02000351,Newport 005,-8,Does not apply,1356
86257,W02000351,Newport 005,1,Never married and never registered a civil partnership,1895
86258,W02000351,Newport 005,2,Married: Opposite sex,2053
86259,W02000351,Newport 005,3,Married: Same sex,8
86260,W02000351,Newport 005,4,In a registered civil partnership: Opposite sex,2
86261,W02000351,Newport 005,5,In a registered civil partnership: Same sex,4
86262,W02000351,Newport 005,6,"Separated, but still married",102
86263,W02000351,Newport 005,7,"Separated, but still in a registered civil partnership",2
86264,W02000351,Newport 005,8,Divorced,513
86265,W02000351,Newport 005,9,Formerly in a civil partnership now legally dissolved,3
86266,W02000351,Newport 005,10,Widowed,334
86267,W02000351,Newport 005,11,Surviving partner from civil partnership,0
86268,W02000352,Newport 006,-8,Does not apply,1396
86269,W02000352,Newport 006,1,Never married and never registered a civil partnership,2429
86270,W02000352,Newport 006,2,Married: Opposite sex,1905
86271,W02000352,Newport 006,3,Married: Same sex,13
86272,W02000352,Newport 006,4,In a registered civil partnership: Opposite sex,0
86273,W02000352,Newport 006,5,In a registered civil partnership: Same sex,4
86274,W02000352,Newport 006,6,"Separated, but still married",112
86275,W02000352,Newport 006,7,"Separated, but still in a registered civil partnership",0
86276,W02000352,Newport 006,8,Divorced,607
86277,W02000352,Newport 006,9,Formerly in a civil partnership now legally dissolved,3
86278,W02000352,Newport 006,10,Widowed,324
86279,W02000352,Newport 006,11,Surviving partner from civil partnership,0
86280,W02000353,Newport 007,-8,Does not apply,1368
86281,W02000353,Newport 007,1,Never married and never registered a civil partnership,2407
86282,W02000353,Newport 007,2,Married: Opposite sex,2381
86283,W02000353,Newport 007,3,Married: Same sex,17
86284,W02000353,Newport 007,4,In a registered civil partnership: Opposite sex,6
86285,W02000353,Newport 007,5,In a registered civil partnership: Same sex,3
86286,W02000353,Newport 007,6,"Separated, but still married",154
86287,W02000353,Newport 007,7,"Separated, but still in a registered civil partnership",2
86288,W02000353,Newport 007,8,Divorced,551
86289,W02000353,Newport 007,9,Formerly in a civil partnership now legally dissolved,0
86290,W02000353,Newport 007,10,Widowed,329
86291,W02000353,Newport 007,11,Surviving partner from civil partnership,0
86292,W02000354,Newport 008,-8,Does not apply,921
86293,W02000354,Newport 008,1,Never married and never registered a civil partnership,1686
86294,W02000354,Newport 008,2,Married: Opposite sex,2172
86295,W02000354,Newport 008,3,Married: Same sex,18
86296,W02000354,Newport 008,4,In a registered civil partnership: Opposite sex,0
86297,W02000354,Newport 008,5,In a registered civil partnership: Same sex,3
86298,W02000354,Newport 008,6,"Separated, but still married",96
86299,W02000354,Newport 008,7,"Separated, but still in a registered civil partnership",1
86300,W02000354,Newport 008,8,Divorced,449
86301,W02000354,Newport 008,9,Formerly in a civil partnership now legally dissolved,0
86302,W02000354,Newport 008,10,Widowed,448
86303,W02000354,Newport 008,11,Surviving partner from civil partnership,0
86304,W02000355,Newport 009,-8,Does not apply,2126
86305,W02000355,Newport 009,1,Never married and never registered a civil partnership,2410
86306,W02000355,Newport 009,2,Married: Opposite sex,4451
86307,W02000355,Newport 009,3,Married: Same sex,15
86308,W02000355,Newport 009,4,In a registered civil partnership: Opposite sex,4
86309,W02000355,Newport 009,5,In a registered civil partnership: Same sex,4
86310,W02000355,Newport 009,6,"Separated, but still married",123
86311,W02000355,Newport 009,7,"Separated, but still in a registered civil partnership",0
86312,W02000355,Newport 009,8,Divorced,595
86313,W02000355,Newport 009,9,Formerly in a civil partnership now legally dissolved,2
86314,W02000355,Newport 009,10,Widowed,509
86315,W02000355,Newport 009,11,Surviving partner from civil partnership,1
86316,W02000356,Newport 010,-8,Does not apply,1253
86317,W02000356,Newport 010,1,Never married and never registered a civil partnership,1842
86318,W02000356,Newport 010,2,Married: Opposite sex,1394
86319,W02000356,Newport 010,3,Married: Same sex,8
86320,W02000356,Newport 010,4,In a registered civil partnership: Opposite sex,8
86321,W02000356,Newport 010,5,In a registered civil partnership: Same sex,2
86322,W02000356,Newport 010,6,"Separated, but still married",90
86323,W02000356,Newport 010,7,"Separated, but still in a registered civil partnership",0
86324,W02000356,Newport 010,8,Divorced,362
86325,W02000356,Newport 010,9,Formerly in a civil partnership now legally dissolved,1
86326,W02000356,Newport 010,10,Widowed,308
86327,W02000356,Newport 010,11,Surviving partner from civil partnership,0
86328,W02000357,Newport 011,-8,Does not apply,1612
86329,W02000357,Newport 011,1,Never married and never registered a civil partnership,2796
86330,W02000357,Newport 011,2,Married: Opposite sex,2704
86331,W02000357,Newport 011,3,Married: Same sex,20
86332,W02000357,Newport 011,4,In a registered civil partnership: Opposite sex,4
86333,W02000357,Newport 011,5,In a registered civil partnership: Same sex,8
86334,W02000357,Newport 011,6,"Separated, but still married",163
86335,W02000357,Newport 011,7,"Separated, but still in a registered civil partnership",1
86336,W02000357,Newport 011,8,Divorced,682
86337,W02000357,Newport 011,9,Formerly in a civil partnership now legally dissolved,1
86338,W02000357,Newport 011,10,Widowed,290
86339,W02000357,Newport 011,11,Surviving partner from civil partnership,1
86340,W02000358,Newport 012,-8,Does not apply,1073
86341,W02000358,Newport 012,1,Never married and never registered a civil partnership,1626
86342,W02000358,Newport 012,2,Married: Opposite sex,2915
86343,W02000358,Newport 012,3,Married: Same sex,22
86344,W02000358,Newport 012,4,In a registered civil partnership: Opposite sex,0
86345,W02000358,Newport 012,5,In a registered civil partnership: Same sex,10
86346,W02000358,Newport 012,6,"Separated, but still married",75
86347,W02000358,Newport 012,7,"Separated, but still in a registered civil partnership",0
86348,W02000358,Newport 012,8,Divorced,393
86349,W02000358,Newport 012,9,Formerly in a civil partnership now legally dissolved,0
86350,W02000358,Newport 012,10,Widowed,369
86351,W02000358,Newport 012,11,Surviving partner from civil partnership,1
86352,W02000359,Newport 013,-8,Does not apply,2761
86353,W02000359,Newport 013,1,Never married and never registered a civil partnership,4171
86354,W02000359,Newport 013,2,Married: Opposite sex,3471
86355,W02000359,Newport 013,3,Married: Same sex,46
86356,W02000359,Newport 013,4,In a registered civil partnership: Opposite sex,6
86357,W02000359,Newport 013,5,In a registered civil partnership: Same sex,7
86358,W02000359,Newport 013,6,"Separated, but still married",255
86359,W02000359,Newport 013,7,"Separated, but still in a registered civil partnership",3
86360,W02000359,Newport 013,8,Divorced,767
86361,W02000359,Newport 013,9,Formerly in a civil partnership now legally dissolved,2
86362,W02000359,Newport 013,10,Widowed,315
86363,W02000359,Newport 013,11,Surviving partner from civil partnership,0
86364,W02000360,Newport 014,-8,Does not apply,971
86365,W02000360,Newport 014,1,Never married and never registered a civil partnership,2753
86366,W02000360,Newport 014,2,Married: Opposite sex,1912
86367,W02000360,Newport 014,3,Married: Same sex,25
86368,W02000360,Newport 014,4,In a registered civil partnership: Opposite sex,4
86369,W02000360,Newport 014,5,In a registered civil partnership: Same sex,23
86370,W02000360,Newport 014,6,"Separated, but still married",146
86371,W02000360,Newport 014,7,"Separated, but still in a registered civil partnership",0
86372,W02000360,Newport 014,8,Divorced,657
86373,W02000360,Newport 014,9,Formerly in a civil partnership now legally dissolved,3
86374,W02000360,Newport 014,10,Widowed,288
86375,W02000360,Newport 014,11,Surviving partner from civil partnership,2
86376,W02000361,Newport 015,-8,Does not apply,2630
86377,W02000361,Newport 015,1,Never married and never registered a civil partnership,3954
86378,W02000361,Newport 015,2,Married: Opposite sex,3543
86379,W02000361,Newport 015,3,Married: Same sex,21
86380,W02000361,Newport 015,4,In a registered civil partnership: Opposite sex,10
86381,W02000361,Newport 015,5,In a registered civil partnership: Same sex,6
86382,W02000361,Newport 015,6,"Separated, but still married",273
86383,W02000361,Newport 015,7,"Separated, but still in a registered civil partnership",2
86384,W02000361,Newport 015,8,Divorced,743
86385,W02000361,Newport 015,9,Formerly in a civil partnership now legally dissolved,2
86386,W02000361,Newport 015,10,Widowed,576
86387,W02000361,Newport 015,11,Surviving partner from civil partnership,1
86388,W02000362,Newport 016,-8,Does not apply,1357
86389,W02000362,Newport 016,1,Never married and never registered a civil partnership,1805
86390,W02000362,Newport 016,2,Married: Opposite sex,2769
86391,W02000362,Newport 016,3,Married: Same sex,12
86392,W02000362,Newport 016,4,In a registered civil partnership: Opposite sex,0
86393,W02000362,Newport 016,5,In a registered civil partnership: Same sex,9
86394,W02000362,Newport 016,6,"Separated, but still married",109
86395,W02000362,Newport 016,7,"Separated, but still in a registered civil partnership",0
86396,W02000362,Newport 016,8,Divorced,547
86397,W02000362,Newport 016,9,Formerly in a civil partnership now legally dissolved,1
86398,W02000362,Newport 016,10,Widowed,371
86399,W02000362,Newport 016,11,Surviving partner from civil partnership,0
86400,W02000363,Newport 017,-8,Does not apply,990
86401,W02000363,Newport 017,1,Never married and never registered a civil partnership,1768
86402,W02000363,Newport 017,2,Married: Opposite sex,1974
86403,W02000363,Newport 017,3,Married: Same sex,11
86404,W02000363,Newport 017,4,In a registered civil partnership: Opposite sex,6
86405,W02000363,Newport 017,5,In a registered civil partnership: Same sex,4
86406,W02000363,Newport 017,6,"Separated, but still married",99
86407,W02000363,Newport 017,7,"Separated, but still in a registered civil partnership",0
86408,W02000363,Newport 017,8,Divorced,538
86409,W02000363,Newport 017,9,Formerly in a civil partnership now legally dissolved,1
86410,W02000363,Newport 017,10,Widowed,390
86411,W02000363,Newport 017,11,Surviving partner from civil partnership,0
86412,W02000364,Newport 018,-8,Does not apply,2283
86413,W02000364,Newport 018,1,Never married and never registered a civil partnership,3060
86414,W02000364,Newport 018,2,Married: Opposite sex,2724
86415,W02000364,Newport 018,3,Married: Same sex,28
86416,W02000364,Newport 018,4,In a registered civil partnership: Opposite sex,2
86417,W02000364,Newport 018,5,In a registered civil partnership: Same sex,12
86418,W02000364,Newport 018,6,"Separated, but still married",208
86419,W02000364,Newport 018,7,"Separated, but still in a registered civil partnership",0
86420,W02000364,Newport 018,8,Divorced,648
86421,W02000364,Newport 018,9,Formerly in a civil partnership now legally dissolved,4
86422,W02000364,Newport 018,10,Widowed,324
86423,W02000364,Newport 018,11,Surviving partner from civil partnership,0
86424,W02000365,Newport 019,-8,Does not apply,2153
86425,W02000365,Newport 019,1,Never married and never registered a civil partnership,2765
86426,W02000365,Newport 019,2,Married: Opposite sex,2429
86427,W02000365,Newport 019,3,Married: Same sex,12
86428,W02000365,Newport 019,4,In a registered civil partnership: Opposite sex,4
86429,W02000365,Newport 019,5,In a registered civil partnership: Same sex,7
86430,W02000365,Newport 019,6,"Separated, but still married",159
86431,W02000365,Newport 019,7,"Separated, but still in a registered civil partnership",1
86432,W02000365,Newport 019,8,Divorced,723
86433,W02000365,Newport 019,9,Formerly in a civil partnership now legally dissolved,2
86434,W02000365,Newport 019,10,Widowed,319
86435,W02000365,Newport 019,11,Surviving partner from civil partnership,0
86436,W02000366,Newport 020,-8,Does not apply,1677
86437,W02000366,Newport 020,1,Never married and never registered a civil partnership,1995
86438,W02000366,Newport 020,2,Married: Opposite sex,3598
86439,W02000366,Newport 020,3,Married: Same sex,22
